attendance,quiz1,quiz2,quiz3,quiz4,assignment1,assignment2,assignment3,assignment4,midterm,final_exam,pass_fail,needs_support
58.54,48.09,45.25,48.41,48.23,79.74,59.62,62.08,59.81,48.74,42.67,0,1
40.82,53.55,39.99,59.73,36.72,42.56,50.19,52.48,57.75,35.35,38.26,0,1
43.36,64.86,59.64,79.36,43.89,63.0,64.28,56.32,47.41,62.12,52.84,1,1
40.0,30.18,18.34,13.45,18.45,29.2,45.65,34.43,57.65,3.73,29.41,0,1
69.66,44.78,27.92,41.8,52.06,41.7,50.46,54.28,52.28,47.45,25.99,0,1
40.0,16.57,1.71,34.17,16.67,30.36,27.44,27.73,37.92,32.67,7.12,0,1
70.37,92.24,59.81,73.07,77.7,72.47,83.14,58.86,72.16,63.91,80.87,1,0
87.15,76.55,67.43,96.6,87.38,85.95,79.89,95.18,83.56,90.25,83.51,1,0
40.0,41.83,42.15,46.21,32.23,50.25,35.31,28.91,53.22,20.08,30.52,0,1
48.67,32.78,30.97,42.41,52.8,47.65,54.7,61.25,58.75,33.94,29.77,0,1
88.6,81.77,85.32,89.65,86.01,85.71,94.79,89.12,89.79,77.15,73.09,1,0
80.2,93.81,92.49,96.89,100.0,80.22,95.72,93.6,93.85,96.94,100.0,1,0
40.0,28.95,28.98,4.84,14.97,16.46,29.23,25.67,43.62,11.99,16.22,0,1
40.0,0.0,0.0,0.0,20.87,11.7,1.4,7.92,0.0,3.92,0.0,0,1
48.42,52.32,46.54,39.07,53.49,56.15,51.51,67.94,59.07,52.79,45.83,0,1
40.0,47.43,38.54,26.24,35.39,54.53,51.13,48.71,32.0,46.83,28.1,0,1
49.43,44.78,66.36,50.69,62.91,65.98,54.79,65.91,64.26,43.93,50.73,1,1
82.44,66.02,91.53,83.69,75.26,74.18,84.8,98.27,81.3,62.11,78.57,1,0
66.91,74.04,87.35,78.54,98.58,74.76,58.99,75.61,79.06,70.63,77.96,1,0
52.25,50.36,52.32,50.35,55.03,56.75,72.94,48.41,69.57,60.36,51.95,1,1
77.63,86.05,81.84,71.86,66.37,86.6,83.79,95.86,77.81,69.57,67.43,1,0
40.0,24.31,29.41,16.9,11.81,16.58,17.22,14.31,23.1,10.6,39.52,0,1
40.0,41.71,29.65,48.47,32.13,39.67,37.49,52.09,28.11,21.77,42.61,0,1
67.81,46.36,88.63,70.95,53.28,58.98,64.67,66.52,74.53,71.58,70.1,1,0
86.06,72.47,79.67,71.36,74.33,77.41,82.68,81.19,81.55,80.52,82.4,1,0
100.0,100.0,99.65,99.36,100.0,100.0,97.75,100.0,100.0,93.48,100.0,1,0
44.92,25.85,32.6,23.22,43.47,34.69,53.54,58.21,41.72,19.94,38.16,0,1
81.91,78.61,96.29,100.0,81.82,100.0,100.0,86.35,85.38,70.96,86.71,1,0
40.0,13.69,29.75,18.23,30.85,37.02,12.1,22.89,24.75,16.44,34.81,0,1
78.39,91.47,75.3,77.76,89.31,99.17,94.1,89.35,96.94,74.77,70.31,1,0
54.06,50.68,16.39,37.56,37.39,56.1,41.76,43.43,31.02,39.13,12.86,0,1
67.98,45.77,66.63,54.31,35.98,50.85,72.51,57.26,61.7,54.98,44.33,0,1
67.39,82.03,55.94,72.36,52.8,88.62,69.08,75.68,73.47,58.02,79.6,1,0
51.53,53.0,62.23,57.76,66.1,71.59,71.57,65.93,61.25,46.19,58.67,1,1
49.19,39.58,53.83,51.12,53.19,49.65,44.57,61.1,50.0,49.62,60.02,1,1
40.0,50.59,31.16,42.77,41.62,42.42,44.88,34.31,47.83,37.39,38.67,0,1
83.09,79.46,82.8,75.89,98.51,84.72,86.86,81.41,96.74,99.67,94.06,1,0
69.24,71.36,36.53,57.03,75.53,77.92,67.38,87.22,75.46,75.39,58.63,1,0
95.05,78.35,80.8,64.59,100.0,93.35,84.47,100.0,91.76,100.0,95.94,1,0
53.33,60.74,44.29,50.74,43.09,62.02,68.36,57.79,46.88,32.8,49.21,0,1
40.0,0.0,0.0,5.98,15.67,13.47,2.45,0.0,4.43,1.79,0.0,0,1
42.49,64.77,56.51,48.15,56.26,63.31,66.23,71.56,58.05,73.27,47.1,0,1
40.0,61.91,47.94,80.88,64.72,58.84,77.1,51.58,72.82,56.27,63.91,1,1
52.6,45.05,39.7,42.27,52.43,52.31,44.67,68.85,46.94,36.26,56.64,1,1
40.0,25.32,33.89,20.19,46.76,22.95,30.12,30.31,25.96,37.32,27.17,0,1
59.39,66.2,61.88,63.28,49.73,81.15,71.87,62.06,78.7,61.26,71.83,1,1
40.0,30.5,21.11,35.82,21.13,46.81,45.39,52.6,51.96,32.27,35.73,0,1
40.0,3.34,3.13,1.24,0.02,17.05,7.32,14.79,10.61,0.0,0.0,0,1
64.62,73.33,78.01,77.81,71.95,73.37,83.75,65.07,87.02,73.8,77.72,1,1
40.0,21.27,39.87,15.19,30.96,38.35,26.55,33.8,29.17,0.0,30.46,0,1
78.71,69.31,76.74,72.54,59.58,84.27,82.0,88.54,84.09,86.75,87.8,1,0
40.0,26.75,0.0,1.93,23.23,15.41,34.84,9.18,24.79,20.48,29.66,0,1
65.64,66.27,59.35,74.04,76.52,57.31,71.26,62.77,62.49,54.14,60.38,1,0
100.0,100.0,82.5,84.36,85.22,86.06,92.93,88.35,99.67,86.23,86.82,1,0
49.0,39.99,44.71,34.74,50.82,47.72,59.32,65.18,49.24,47.18,50.11,1,1
40.0,31.3,20.62,18.16,40.96,28.07,55.07,40.55,18.74,20.62,33.29,0,1
40.0,29.46,22.43,3.48,19.59,28.5,33.42,25.35,19.58,8.78,26.21,0,1
56.29,41.59,48.39,50.94,39.78,42.1,47.47,41.9,44.84,54.74,41.87,0,1
40.0,30.54,33.43,48.08,36.8,22.13,33.39,45.86,37.7,38.5,24.59,0,1
92.23,97.19,86.03,97.31,93.87,100.0,94.63,100.0,100.0,81.52,100.0,1,0
40.0,30.17,18.98,10.15,21.33,32.53,36.23,37.28,40.76,18.83,26.13,0,1
47.3,38.78,56.61,20.26,45.35,70.11,57.99,55.8,60.59,50.47,78.73,1,1
71.21,81.48,58.0,65.67,83.6,74.36,67.09,80.3,88.58,65.95,48.57,0,0
88.3,76.0,89.77,78.27,100.0,89.47,77.15,97.69,100.0,88.9,95.37,1,0
77.42,98.62,90.17,100.0,100.0,100.0,100.0,98.13,98.16,95.64,100.0,1,0
40.0,27.77,27.73,32.24,25.32,25.85,10.14,36.22,32.06,4.94,36.04,0,1
78.75,94.39,76.89,93.33,100.0,89.03,79.35,98.75,87.56,99.75,83.88,1,0
73.8,40.48,76.45,62.9,60.81,61.32,64.86,67.07,81.44,61.39,64.48,1,0
53.23,60.0,50.66,69.15,63.85,57.61,65.02,77.82,66.54,58.39,48.4,0,1
40.0,18.27,32.41,38.62,45.66,42.86,45.64,36.4,43.9,37.63,29.64,0,1
82.31,69.95,76.73,84.45,93.49,91.75,96.99,93.76,86.25,85.02,85.63,1,0
55.16,45.63,33.52,47.89,45.26,47.88,47.99,41.63,49.39,28.75,37.8,0,1
90.08,78.77,67.59,87.19,94.82,76.05,81.71,88.86,85.59,75.5,88.74,1,0
40.0,2.59,3.28,0.8,11.48,10.27,5.6,0.0,23.11,0.0,24.84,0,1
42.98,56.13,44.99,55.17,73.85,59.45,51.65,58.42,50.0,61.93,61.22,1,1
40.52,64.85,57.07,43.19,37.21,42.18,50.13,60.74,62.77,23.08,36.3,0,1
81.38,89.76,64.61,89.58,73.82,81.44,80.91,85.11,89.88,57.93,77.05,1,0
100.0,100.0,75.49,69.1,95.57,86.66,88.46,86.65,92.25,87.05,95.35,1,0
97.1,100.0,100.0,100.0,96.74,100.0,89.63,100.0,100.0,97.28,82.28,1,0
54.33,44.42,52.34,64.08,59.08,57.07,50.27,58.29,82.97,63.83,46.6,0,1
86.02,75.5,64.9,82.85,92.49,84.83,92.98,97.65,81.32,84.72,80.29,1,0
85.87,75.17,87.21,74.0,97.54,99.23,100.0,92.97,82.13,51.9,86.2,1,0
70.18,64.45,72.9,62.54,75.25,75.7,69.44,85.11,85.97,83.06,81.62,1,0
59.13,68.28,59.95,80.36,85.12,75.94,87.89,79.38,85.13,66.63,58.85,1,1
40.0,15.4,32.66,32.68,31.34,32.91,39.84,33.93,49.11,14.36,31.87,0,1
78.93,64.53,83.91,67.81,72.14,88.86,91.51,83.55,61.69,73.45,58.1,1,0
78.93,92.89,79.13,76.89,77.87,87.77,94.12,95.38,79.64,93.97,84.05,1,0
46.12,22.04,46.32,46.84,20.73,46.03,50.5,20.31,40.05,34.82,41.77,0,1
53.64,97.63,87.34,87.59,84.63,100.0,84.45,100.0,96.09,88.99,100.0,1,1
40.0,42.63,27.83,29.71,22.31,45.83,19.14,37.89,29.11,22.39,31.27,0,1
62.65,72.89,65.32,65.18,72.28,59.57,64.31,59.04,63.1,62.84,43.45,0,1
57.8,73.19,79.64,46.6,43.38,76.72,64.52,70.36,55.75,39.65,56.63,1,1
56.94,78.6,73.91,85.9,50.03,82.2,70.69,74.72,89.47,70.84,66.87,1,1
40.0,29.68,7.71,17.26,20.33,27.74,36.24,19.27,32.66,19.36,30.28,0,1
78.93,60.13,41.53,72.16,62.4,63.78,59.24,67.54,70.21,71.43,82.71,1,0
92.88,83.2,87.35,80.08,86.91,88.43,91.56,85.98,89.77,88.05,100.0,1,0
52.21,60.37,63.02,33.8,46.84,62.22,50.13,54.74,60.48,43.25,48.94,0,1
81.4,86.43,78.68,93.32,84.19,89.64,92.47,87.96,89.91,70.41,81.92,1,0
93.46,95.97,90.36,98.27,98.21,95.02,92.3,99.67,97.15,100.0,100.0,1,0
85.38,76.92,83.17,69.72,80.94,98.44,77.14,86.67,86.6,83.82,65.54,1,0
40.0,29.23,48.6,39.81,22.5,48.78,38.71,48.6,38.64,52.65,49.54,0,1
40.0,17.42,13.43,28.78,39.21,27.25,20.56,15.35,44.67,14.5,0.0,0,1
40.0,38.73,40.56,48.28,38.09,45.23,49.82,49.94,47.65,31.18,14.04,0,1
97.09,87.03,89.21,76.15,83.75,96.87,96.73,100.0,91.94,85.2,96.97,1,0
49.33,37.73,30.0,54.58,46.43,56.71,62.25,56.96,46.82,48.34,39.52,0,1
44.68,44.16,64.24,48.1,63.32,69.93,59.21,59.85,60.53,61.63,61.29,1,1
40.0,10.25,3.59,22.64,19.7,5.4,26.57,23.65,31.66,0.0,13.57,0,1
63.3,49.13,59.45,56.67,62.31,65.46,65.58,63.06,67.13,61.36,52.91,1,1
62.57,38.56,90.53,62.07,76.06,73.77,69.94,61.48,58.85,74.82,57.64,1,1
66.17,60.52,60.2,68.91,60.17,76.94,67.94,66.29,59.06,55.39,64.13,1,0
57.33,79.97,68.46,71.44,68.1,57.13,51.89,61.39,90.97,42.42,66.84,1,1
40.0,50.07,33.28,37.2,40.34,37.71,56.23,50.85,39.1,36.39,37.22,0,1
67.61,92.19,86.08,90.85,100.0,94.46,100.0,100.0,100.0,87.68,94.06,1,0
83.02,88.65,87.46,81.17,78.67,75.87,73.94,86.22,88.14,78.66,83.09,1,0
47.65,31.46,46.29,46.42,58.85,55.42,63.44,47.51,51.3,44.25,54.57,1,1
42.22,36.84,42.76,39.0,45.07,44.84,27.62,49.55,47.61,32.39,54.54,1,1
41.47,29.84,18.19,27.17,19.48,29.23,36.43,33.38,29.68,38.83,37.99,0,1
86.77,82.01,77.28,78.55,81.49,92.43,95.74,99.52,86.91,75.84,87.55,1,0
65.15,99.62,100.0,93.93,97.15,100.0,98.87,80.27,86.02,100.0,76.57,1,0
40.0,37.14,38.8,44.76,37.86,41.08,55.34,35.36,54.05,30.4,38.91,0,1
94.38,86.81,82.09,74.26,80.09,79.0,99.77,94.0,74.57,86.12,65.39,1,0
51.73,73.39,45.69,55.28,33.91,43.44,58.95,71.61,51.3,38.97,27.85,0,1
90.16,66.88,85.62,79.49,89.71,89.06,93.82,97.48,100.0,72.16,74.12,1,0
72.11,58.18,55.26,78.14,78.44,66.17,71.07,65.86,79.89,72.87,46.62,0,0
56.35,64.32,64.98,53.81,53.36,65.44,61.32,58.78,67.2,39.19,47.77,0,1
55.33,70.66,51.96,80.12,73.61,55.63,52.47,59.84,67.0,68.01,55.05,1,1
91.22,72.95,93.26,95.69,78.08,100.0,93.67,89.4,98.87,73.94,90.48,1,0
66.37,89.33,94.66,61.7,72.89,98.98,93.89,84.65,93.28,82.15,90.28,1,0
63.32,73.13,77.54,67.38,83.96,76.16,77.64,66.35,74.8,64.26,72.87,1,1
70.44,91.31,88.07,85.18,72.61,84.82,81.72,86.32,81.24,60.82,75.21,1,0
55.55,44.41,62.12,38.68,62.8,62.82,63.67,53.46,47.9,69.85,63.48,1,1
82.23,80.5,86.33,81.01,74.34,76.33,84.4,82.24,85.78,88.24,85.7,1,0
40.0,14.96,26.48,25.06,28.55,20.45,24.31,12.2,17.23,22.59,12.46,0,1
40.0,10.39,0.53,13.26,6.08,23.09,12.52,17.62,15.38,29.53,1.58,0,1
95.82,100.0,85.36,75.83,98.03,91.58,95.64,100.0,90.08,81.09,95.43,1,0
75.97,94.42,91.21,94.54,89.04,86.58,80.33,81.52,90.82,76.4,100.0,1,0
41.07,23.29,39.46,41.59,23.34,29.02,33.19,43.45,46.17,9.49,14.03,0,1
86.55,97.08,79.39,61.9,91.96,84.72,89.21,85.88,78.07,100.0,98.53,1,0
51.35,49.66,42.33,57.01,60.62,64.46,40.77,84.2,58.22,45.84,52.3,1,1
46.74,36.81,31.56,42.2,32.27,49.42,46.22,40.46,37.73,27.47,38.87,0,1
84.55,80.98,89.56,96.88,78.89,72.18,84.7,79.99,82.12,85.8,91.47,1,0
80.33,82.86,75.29,77.41,76.23,76.24,90.77,73.42,92.85,89.58,63.89,1,0
40.0,19.43,36.47,21.37,49.82,44.39,40.67,51.21,45.21,21.55,38.58,0,1
63.27,85.74,71.64,69.98,61.8,81.91,77.07,65.78,78.61,63.21,68.13,1,1
85.24,59.73,78.27,74.81,76.18,79.12,85.48,82.63,87.65,92.54,74.8,1,0
71.32,59.9,74.33,59.77,65.8,72.55,67.4,56.88,60.18,53.89,41.73,0,0
87.59,88.87,78.93,71.47,86.81,84.0,64.59,79.48,93.5,68.64,86.48,1,0
79.38,79.58,91.42,84.62,73.64,98.98,87.49,78.3,99.37,64.38,97.08,1,0
50.38,49.38,76.86,48.68,79.71,74.13,64.98,54.07,72.12,64.82,73.73,1,1
40.0,41.52,45.43,58.24,46.82,56.7,50.26,52.34,59.8,45.68,26.76,0,1
59.81,74.21,67.01,53.44,60.89,72.19,75.88,52.25,70.02,63.53,46.79,0,1
40.0,40.24,44.32,51.09,46.02,54.57,38.59,53.34,60.66,39.78,31.72,0,1
40.53,38.85,13.57,38.42,39.52,48.35,55.12,35.61,40.36,32.7,53.23,1,1
40.0,57.13,45.16,31.91,30.76,46.26,55.16,46.16,63.59,51.65,35.19,0,1
47.93,22.09,36.27,45.92,43.99,32.39,50.5,58.05,46.89,41.7,54.64,1,1
90.8,94.9,94.8,100.0,100.0,100.0,92.83,100.0,100.0,100.0,97.52,1,0
55.84,51.3,23.92,63.55,43.07,50.27,62.84,56.4,61.85,59.96,51.36,1,1
63.88,59.5,64.08,50.92,38.03,49.21,63.25,67.68,64.5,58.52,43.18,0,1
51.99,57.11,73.71,71.98,68.61,65.17,57.49,67.66,73.68,69.61,72.04,1,1
86.17,100.0,83.15,78.59,91.76,99.86,81.32,86.83,96.21,72.71,74.84,1,0
59.93,79.3,78.11,90.61,77.96,81.13,84.59,72.32,100.0,60.1,76.68,1,1
55.84,57.99,58.24,59.08,63.58,60.37,68.07,59.67,52.47,36.34,54.74,1,1
40.0,15.37,3.51,9.2,0.0,13.47,1.55,7.42,17.85,12.29,29.65,0,1
98.4,84.48,89.78,87.18,80.07,100.0,83.92,98.41,91.53,99.03,100.0,1,0
66.84,75.66,65.94,91.37,85.94,71.6,83.6,95.78,76.56,91.22,89.5,1,0
40.0,27.83,21.54,18.79,19.15,39.09,45.48,40.61,34.21,15.02,26.57,0,1
100.0,70.56,100.0,87.73,95.2,100.0,100.0,99.17,100.0,100.0,94.09,1,0
60.6,58.93,71.67,43.57,62.64,75.89,73.42,61.68,82.93,54.03,59.94,1,1
40.0,22.98,7.91,11.13,19.63,33.21,17.8,44.81,50.37,21.21,34.3,0,1
74.59,82.56,88.0,92.79,100.0,89.06,100.0,100.0,100.0,95.65,93.08,1,0
40.0,26.94,43.25,40.4,47.17,45.44,56.95,51.65,41.61,53.91,50.37,1,1
40.0,16.05,34.99,37.42,36.6,35.85,38.65,42.57,25.07,24.82,29.48,0,1
46.98,45.56,37.64,52.72,37.62,39.81,56.75,40.15,48.69,44.24,41.75,0,1
40.0,11.17,21.99,13.6,6.64,15.61,18.08,17.93,25.28,25.11,25.8,0,1
53.68,47.33,56.88,46.51,36.5,30.3,66.72,52.21,43.73,39.39,44.31,0,1
50.39,48.91,61.7,46.32,43.74,56.41,67.62,48.23,55.01,56.99,57.65,1,1
55.8,52.42,32.72,69.98,60.73,53.72,53.38,44.29,47.9,28.21,53.08,1,1
59.31,70.06,48.92,55.93,63.57,57.09,72.25,61.73,64.63,67.94,63.41,1,1
40.0,30.96,41.16,23.7,26.56,42.72,33.71,42.76,48.82,28.35,42.73,0,1
40.0,37.68,33.32,47.84,25.18,35.3,50.33,53.95,43.33,18.53,20.98,0,1
89.65,100.0,100.0,89.03,90.92,100.0,92.18,100.0,90.17,87.12,100.0,1,0
79.82,81.84,90.66,91.72,89.89,98.24,90.73,82.98,88.09,77.0,93.93,1,0
40.0,53.79,29.27,43.78,53.74,52.65,48.72,56.63,49.2,42.49,41.89,0,1
85.84,92.85,76.13,82.49,67.09,77.56,91.43,86.0,75.02,69.69,100.0,1,0
93.1,100.0,100.0,100.0,99.38,100.0,100.0,100.0,100.0,98.15,89.17,1,0
84.84,64.89,87.36,87.76,78.27,89.19,100.0,91.51,100.0,74.41,94.41,1,0
50.19,38.52,36.88,41.62,43.62,62.76,57.05,50.86,59.22,30.05,59.45,1,1
40.0,25.4,28.6,29.11,30.49,21.64,32.02,42.01,35.26,1.07,42.18,0,1
40.0,53.82,49.57,22.92,63.1,43.77,50.07,44.81,47.62,55.39,39.39,0,1
40.0,29.39,42.06,33.04,25.32,33.92,48.59,33.56,43.27,27.8,14.83,0,1
79.38,81.3,71.92,58.78,79.31,89.24,90.72,84.25,78.98,85.77,73.82,1,0
78.75,100.0,85.68,96.29,100.0,100.0,96.64,87.36,100.0,73.96,100.0,1,0
40.0,28.66,18.38,48.45,27.84,33.76,65.93,48.59,38.08,15.34,41.4,0,1
100.0,83.61,100.0,100.0,98.49,100.0,100.0,82.86,86.62,100.0,100.0,1,0
40.0,14.69,38.14,44.23,48.47,48.8,40.2,32.92,38.73,26.11,37.08,0,1
40.0,23.76,10.95,8.68,22.63,12.36,26.87,20.0,23.93,2.29,5.99,0,1
91.47,90.03,86.06,100.0,100.0,100.0,100.0,100.0,100.0,73.06,91.58,1,0
93.42,93.46,87.39,91.15,100.0,86.64,90.66,87.67,100.0,89.94,100.0,1,0
69.83,81.22,80.43,74.29,65.27,85.83,80.41,87.26,85.03,80.88,89.13,1,0
82.9,86.0,61.68,72.99,68.9,67.42,70.95,70.15,82.27,60.74,56.0,1,0
40.0,50.47,36.74,51.34,29.84,46.16,32.36,39.42,36.65,8.45,36.58,0,1
54.76,29.09,47.93,45.99,67.38,45.18,47.85,62.94,57.21,46.59,47.62,0,1
81.07,54.9,81.75,90.55,54.96,74.72,86.81,83.96,76.23,92.34,100.0,1,0
56.18,93.73,81.63,100.0,94.64,77.54,81.61,98.46,99.58,56.27,79.64,1,1
63.84,55.78,79.14,48.73,64.53,64.37,59.96,81.65,68.34,73.27,64.91,1,1
74.37,78.54,83.49,59.57,68.76,66.24,68.65,69.16,78.19,69.96,46.32,0,0
100.0,92.76,93.99,98.3,100.0,99.4,100.0,100.0,100.0,88.8,100.0,1,0
50.35,74.98,52.61,59.17,66.5,69.76,67.3,62.92,56.41,58.21,59.12,1,1
41.93,51.23,50.75,35.23,33.46,55.32,49.66,47.18,35.83,41.04,38.63,0,1
40.0,4.63,34.93,14.38,3.47,25.58,23.03,13.53,28.58,14.48,10.3,0,1
69.63,64.09,33.94,62.36,73.18,62.87,68.9,58.83,74.25,72.94,63.92,1,0
40.0,13.37,17.86,10.42,43.94,48.82,37.19,53.97,36.92,29.74,42.16,0,1
88.46,84.83,75.18,79.73,92.3,100.0,95.8,96.18,92.09,100.0,80.16,1,0
100.0,100.0,100.0,100.0,83.59,98.71,100.0,100.0,100.0,100.0,100.0,1,0
40.0,5.85,6.07,6.78,4.56,6.82,13.46,13.86,16.84,6.36,23.01,0,1
48.79,46.42,54.89,37.19,47.48,58.24,66.33,56.19,69.49,42.23,46.54,0,1
40.0,0.0,17.27,16.24,7.69,13.34,12.86,16.83,18.87,1.24,23.3,0,1
98.03,74.26,82.03,80.91,89.36,98.3,93.14,83.28,99.05,84.35,85.39,1,0
54.38,44.89,43.6,34.29,62.12,65.2,54.44,40.59,50.35,56.72,39.12,0,1
40.0,21.19,17.54,26.92,19.64,27.29,26.7,35.47,31.74,43.7,14.33,0,1
51.83,54.55,47.55,69.39,57.86,61.51,53.9,56.09,59.58,50.97,42.35,0,1
40.0,24.36,18.12,23.99,3.39,13.85,14.98,7.48,20.84,0.0,8.55,0,1
42.43,49.79,33.63,40.52,36.77,41.23,46.63,53.56,53.15,42.12,40.21,0,1
42.81,27.94,32.58,43.14,37.06,47.51,44.33,39.12,48.22,46.38,66.9,1,1
40.0,16.19,36.06,31.9,20.71,34.67,39.77,47.81,42.03,53.87,47.81,0,1
90.81,84.99,85.34,81.64,92.99,95.56,89.38,100.0,74.08,96.35,68.66,1,0
94.8,77.23,76.56,85.8,69.48,80.89,77.91,83.08,72.3,76.05,75.1,1,0
90.85,74.29,94.25,85.67,97.09,100.0,95.07,90.01,86.74,95.51,94.37,1,0
96.75,100.0,97.74,81.95,99.37,97.69,93.74,90.46,91.76,73.62,100.0,1,0
86.93,70.87,90.02,75.79,98.6,94.93,94.7,95.14,100.0,79.52,81.76,1,0
49.85,39.75,45.9,53.8,55.92,38.66,55.94,64.07,34.65,54.18,35.36,0,1
40.0,10.02,21.78,26.88,20.02,15.92,21.43,14.7,21.96,18.78,0.06,0,1
45.37,43.2,48.97,62.62,54.83,67.42,75.29,71.21,57.4,46.03,38.54,0,1
61.61,73.21,80.19,60.38,51.28,70.56,78.71,94.82,91.0,64.48,82.08,1,1
40.0,65.83,47.48,42.25,62.04,42.53,55.12,45.37,57.18,22.04,43.05,0,1
62.24,63.19,69.82,52.42,61.17,69.87,66.59,69.46,80.88,68.06,61.11,1,1
40.0,0.0,0.0,2.38,0.0,13.58,19.19,2.57,0.0,0.0,0.0,0,1
69.82,73.46,70.9,84.08,69.99,73.6,67.0,81.89,71.94,76.28,59.35,1,0
40.0,0.0,0.0,0.0,0.0,7.99,5.45,5.63,0.29,0.0,0.0,0,1
72.03,75.25,97.97,86.77,76.67,81.18,81.49,85.84,89.88,80.22,66.23,1,0
51.56,84.08,51.29,56.2,61.42,72.09,72.04,71.34,68.58,63.56,66.17,1,1
84.5,75.56,93.73,85.72,93.48,80.83,100.0,80.2,89.61,76.93,75.74,1,0
41.79,43.05,61.89,34.27,49.83,52.88,47.54,47.05,53.03,54.7,32.55,0,1
76.81,70.73,60.82,64.08,67.26,80.66,64.55,67.85,58.75,77.7,79.62,1,0
52.5,67.39,47.63,57.61,43.13,51.7,53.53,62.41,52.58,53.46,41.84,0,1
63.84,44.71,52.86,55.41,74.46,60.39,68.73,58.24,65.53,53.8,42.72,0,1
75.28,94.84,92.26,84.22,85.89,92.99,93.45,87.18,87.27,61.35,79.28,1,0
56.45,68.48,45.89,58.62,38.24,52.71,70.5,59.55,56.67,42.77,62.56,1,1
47.11,41.84,21.48,39.82,51.37,50.74,52.31,51.13,44.71,44.15,30.07,0,1
40.0,16.53,16.88,21.94,23.26,12.6,16.09,31.24,38.68,13.7,29.31,0,1
40.0,35.9,50.0,35.09,27.2,46.9,42.05,24.67,51.69,40.41,41.85,0,1
40.0,27.93,53.69,34.62,33.19,56.57,49.57,36.71,40.61,28.44,34.94,0,1
81.1,100.0,73.69,83.95,100.0,100.0,85.7,80.46,95.72,89.28,59.9,1,0
53.35,37.64,51.2,55.28,44.16,59.0,56.58,73.44,55.91,40.6,67.83,1,1
46.35,49.81,40.62,57.23,47.27,50.16,51.02,48.01,55.9,78.3,43.43,0,1
82.73,83.31,98.15,88.95,100.0,100.0,85.02,94.09,85.45,100.0,97.98,1,0
40.0,14.1,35.11,43.11,26.88,46.25,35.88,55.76,36.91,14.29,48.01,0,1
96.39,100.0,88.26,100.0,82.12,99.56,84.49,100.0,97.74,100.0,100.0,1,0
40.0,40.45,38.11,29.06,39.38,24.12,30.74,24.88,36.51,32.38,41.53,0,1
40.0,11.84,5.51,0.0,23.76,22.67,13.29,20.98,15.69,4.91,13.14,0,1
52.01,50.87,57.52,58.59,62.23,60.1,56.72,52.73,50.0,42.08,64.59,1,1
69.88,76.04,73.97,70.92,59.83,73.26,82.08,71.75,71.24,87.03,56.57,1,0
53.93,40.83,60.86,35.54,62.58,46.35,55.66,61.88,65.93,61.72,39.1,0,1
62.57,79.6,69.14,60.17,71.69,74.77,80.51,67.21,72.4,65.06,74.5,1,1
40.0,4.83,0.93,14.37,0.0,13.16,27.74,22.63,20.2,17.42,31.14,0,1
40.0,0.0,7.5,9.44,13.58,19.92,10.11,18.31,9.91,0.0,8.29,0,1
40.0,44.91,20.9,39.46,3.09,48.62,47.41,44.57,51.21,48.22,57.75,1,1
51.04,55.26,32.28,48.45,59.26,56.08,54.6,49.8,42.46,46.68,33.28,0,1
40.0,0.0,0.0,0.0,3.94,6.23,5.7,0.0,5.86,0.0,0.0,0,1
40.0,9.89,6.75,0.0,11.22,4.51,9.71,24.67,21.48,5.21,11.19,0,1
76.09,81.45,88.05,75.0,77.09,92.05,96.99,79.81,91.29,92.33,71.91,1,0
83.29,89.71,82.08,70.58,86.58,86.13,83.4,99.27,85.79,82.2,90.99,1,0
40.0,31.63,36.96,27.3,42.61,44.89,25.0,48.66,31.0,34.1,36.09,0,1
58.32,54.98,40.84,48.62,58.95,68.16,66.67,67.41,60.36,45.06,60.25,1,1
40.0,34.51,45.97,39.84,23.94,41.55,48.18,48.22,46.33,53.11,48.68,0,1
43.98,50.23,45.53,78.17,60.29,52.55,70.56,69.58,68.21,30.92,52.89,1,1
90.96,62.95,65.67,95.63,79.13,95.8,100.0,75.97,94.72,93.16,88.34,1,0
52.27,50.19,28.91,52.85,53.8,74.89,51.81,61.34,63.56,44.0,71.32,1,1
40.1,39.59,38.82,27.99,41.1,38.51,54.43,50.56,30.08,37.52,35.32,0,1
40.0,33.3,21.99,15.43,38.45,28.7,27.56,41.72,28.73,36.02,26.76,0,1
40.0,17.09,28.09,12.03,18.33,20.97,22.96,38.66,21.3,20.05,9.73,0,1
40.0,16.12,39.43,19.53,37.01,19.01,32.45,28.8,17.02,19.74,26.64,0,1
40.0,33.41,16.29,28.62,22.6,20.02,35.52,24.38,28.69,38.02,17.25,0,1
40.0,17.58,0.0,0.0,14.54,32.66,36.09,28.79,32.87,5.03,15.46,0,1
53.72,68.58,64.23,66.2,67.99,63.04,62.75,74.11,76.31,79.06,69.63,1,1
66.2,82.92,85.94,57.8,55.11,66.84,91.85,73.26,69.49,84.37,71.01,1,0
100.0,76.77,95.69,95.01,88.02,86.11,89.58,91.97,91.61,100.0,100.0,1,0
93.1,98.87,91.23,84.46,95.56,92.79,76.65,100.0,81.84,80.45,84.42,1,0
40.0,54.31,22.39,41.63,37.29,52.18,50.41,35.6,32.84,35.9,52.55,1,1
40.0,0.0,0.0,12.3,0.0,11.57,0.0,0.0,13.08,0.0,0.0,0,1
